DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1991,18.89868664,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,12.89033708,25.20648672,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1992,17.63593146,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,12.1260874,23.45361181,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1993,16.47098966,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,11.52134114,21.78038015,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1994,15.31138862,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,10.79490913,20.1324455,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1995,14.23577151,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,10.20536349,18.5674509,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1996,13.17458598,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.615127303,17.03769297,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1997,12.21197047,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.087288945,15.64888035,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1998,11.28821555,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,8.535294152,14.3463043,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1999,10.44030004,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,8.037922793,13.13359003,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2000,9.691326124,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,7.577968614,12.11653993,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2001,9.006499366,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,7.113521947,11.18936943,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2002,8.420815846,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.691208483,10.38736574,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2003,7.927744923,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.379786391,9.74190279,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2004,7.546724161,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.11605769,9.227695347,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2005,7.315235203,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,5.961102203,8.928804186,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2006,7.260621501,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,5.946794856,8.861933602,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2007,7.382151779,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.033685957,9.037995278,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2008,7.696425174,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.272845576,9.465027732,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2009,8.214367361,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,6.645921508,10.18564806,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2010,8.910921636,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,7.118652791,11.13650473,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2011,9.731850297,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,7.702595276,12.35837206,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2012,10.6642488,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,8.294305787,13.78532252,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2013,11.6788168,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,8.90970513,15.38939254,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2014,12.62925809,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.425488767,17.04198901,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2015,13.35272878,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.752727686,18.36253436,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2016,13.70901762,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.807196369,19.15712763,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2017,13.71786709,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.68935275,19.44775286,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2018,13.54800513,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.386171924,19.41036036,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2019,13.27743903,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,9.008200303,19.18183389,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,2020,12.96142767,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,8.653233049,18.96922818,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1990,54.5937019,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,29.28518496,119.4141281,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1991,50.93401926,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,27.87867246,109.9754892,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1992,47.50770602,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,26.7099349,98.23603564,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1993,44.28366105,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,25.74728578,87.30767896,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1994,41.02414839,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,24.69824361,76.20752529,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T24: Mortality rate age 15-24,_T: Total,1995,37.97079985,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,23.89065905,66.20507102,,,,UN_IGME,,,,,,_T: Total
